trade_id,symbol,direction,entry_date,exit_date,entry_price,exit_price,stop_loss,take_profit,result_r,profit_usd,win,confluence_score,quality_factors
145,EUR_JPY,bullish,2024-03-06 22:00:00+00:00,2024-03-07 22:00:00+00:00,162.075,160.85467212386504,160.92967212386503,162.76219672568095,-1.07,-383.57,0,15,0
146,EUR_JPY,bullish,2024-03-06 22:00:00+00:00,2024-03-07 22:00:00+00:00,162.218536,160.8527312578747,160.92773125787468,162.9930188452752,-1.06,-380.92,0,15,0
147,USD_JPY,bullish,2024-03-06 22:00:00+00:00,2024-03-20 21:00:00+00:00,148.079126,151.13304349675016,145.9433461387371,149.36059391675775,1.43,514.76,1,15,0
148,SPX500_USD,bullish,2024-03-07 00:00:00+00:00,2024-03-19 00:00:00+00:00,5124.5155,5244.61454331889,5042.024685447857,5174.009988731286,1.46,524.13,1,15,0
149,EUR_JPY,bullish,2024-03-07 22:00:00+00:00,2024-03-10 21:00:00+00:00,162.074,160.81307373115783,160.88807373115782,162.78555576130532,-1.06,-382.77,0,15,0
150,GBP_CAD,bullish,2024-03-07 22:00:00+00:00,2024-03-21 21:00:00+00:00,1.72185922,1.7108736047920237,1.710254214095265,1.728822223542841,-0.95,-340.79,0,15,0
151,SPX500_USD,bullish,2024-03-08 00:00:00+00:00,2024-03-19 00:00:00+00:00,5129.0,5256.456240403254,5041.487207915868,5181.507675250479,1.46,524.31,1,15,0
152,NZD_USD,bearish,2024-03-10 21:00:00+00:00,2024-03-17 21:00:00+00:00,0.61605708,0.6077806821375096,0.6222184437286625,0.6123602617628026,1.34,483.58,1,14,0
153,SPX500_USD,bullish,2024-03-11 00:00:00+00:00,2024-03-19 00:00:00+00:00,5123.0,5244.599348666012,5065.423835921877,5157.545698446874,2.11,760.31,1,15,0
154,ETH_USD,bullish,2024-03-11 00:00:00+00:00,2024-03-17 00:00:00+00:00,3749.795960449219,3496.2760376900787,3462.4434403141395,3922.2074725302664,-0.88,-317.61,0,15,0
155,USD_CAD,bullish,2024-03-11 21:00:00+00:00,2024-03-19 21:00:00+00:00,1.3518842800000002,1.360845205925285,1.345255661620966,1.3558614510274205,1.35,486.67,1,15,0
156,USD_CAD,bullish,2024-03-11 21:00:00+00:00,2024-03-19 21:00:00+00:00,1.35133,1.3596961088877642,1.3451074000766114,1.355063559954033,1.34,484.01,1,14,0
157,EUR_GBP,bearish,2024-03-11 21:00:00+00:00,2024-03-20 21:00:00+00:00,0.85436148,0.8587559559508771,0.858005955950877,0.8521747944294737,-1.21,-434.08,0,15,0
158,GBP_CAD,bullish,2024-03-12 21:00:00+00:00,2024-03-21 21:00:00+00:00,1.72381,1.7096656462708808,1.7104156462708808,1.7318466122374716,-1.06,-380.16,0,15,0
159,USD_CHF,bearish,2024-03-13 21:00:00+00:00,2024-03-17 21:00:00+00:00,0.8821805,0.8884564714480654,0.8877064714480654,0.8788649171311609,-1.14,-408.86,0,15,0
160,USD_CHF,bullish,2024-03-13 21:00:00+00:00,2024-03-19 21:00:00+00:00,0.88176922,0.8876244666653674,0.8772605192045274,0.8844744404772836,1.3,467.52,1,14,0
161,GBP_CAD,bullish,2024-03-13 21:00:00+00:00,2024-03-21 21:00:00+00:00,1.72185922,1.710847194304022,1.7102242702313175,1.7288401898612096,-0.95,-340.73,0,15,0
162,ETH_USD,bullish,2024-03-14 00:00:00+00:00,2024-03-17 00:00:00+00:00,3749.795960449219,3493.845956785249,3459.6882465444914,3923.8605887920553,-0.88,-317.61,0,15,0
163,EUR_AUD,bullish,2024-03-14 21:00:00+00:00,2024-04-08 21:00:00+00:00,1.65736476,1.6413965453989718,1.6401105484342084,1.6677172869394752,-0.93,-333.17,0,15,0
164,AUD_CAD,bullish,2024-03-14 21:00:00+00:00,2024-04-09 21:00:00+00:00,0.88766102,0.8999947700550104,0.8787301325904366,0.893019552445738,1.38,497.17,1,14,0
165,GBP_JPY,bullish,2024-03-14 21:00:00+00:00,2024-03-19 21:00:00+00:00,189.748824,192.55623408455082,187.78130858392439,190.9293332496454,1.43,513.68,1,20,0
166,EUR_JPY,bullish,2024-03-14 21:00:00+00:00,2024-03-20 21:00:00+00:00,162.218536,165.19956128514852,160.1325119145744,163.47015045125536,1.43,514.46,1,15,0
167,BTC_USD,bullish,2024-03-15 00:00:00+00:00,2024-03-19 00:00:00+00:00,66964.9315703125,62832.931357677815,62288.627474354806,69770.71402788712,-0.88,-318.1,0,20,0
168,BTC_USD,bullish,2024-03-15 00:00:00+00:00,2024-03-19 00:00:00+00:00,67331.4963828125,62267.90053114011,62275.40053114011,70365.15389381594,-1.0,-360.53,0,20,0
169,NAS100_USD,bullish,2024-03-15 00:00:00+00:00,2024-03-19 00:00:00+00:00,17842.923,18494.92718871582,17397.35700087657,18110.262599474056,1.46,526.79,1,20,0
170,USD_CHF,bearish,2024-03-17 21:00:00+00:00,2024-03-18 21:00:00+00:00,0.8821805,0.8883382257879331,0.8875882257879331,0.8789358645272403,-1.14,-409.93,0,15,0
171,GBP_CHF,bullish,2024-03-17 21:00:00+00:00,2024-03-20 21:00:00+00:00,1.12522072,1.1326785022518648,1.1196181382581127,1.1285822690451324,1.33,479.21,1,15,0
172,CAD_CHF,bullish,2024-03-17 21:00:00+00:00,2024-03-20 21:00:00+00:00,0.65247358,0.6571513871092574,0.648768592212111,0.6546965726727334,1.26,454.53,1,15,0
173,EUR_USD,bullish,2024-03-17 21:00:00+00:00,2024-03-27 21:00:00+00:00,1.08726,1.07804635729815,1.077664033217857,1.0930175800692856,-0.96,-345.66,0,15,0
174,NZD_JPY,bullish,2024-03-18 21:00:00+00:00,2024-03-20 21:00:00+00:00,90.914784,92.00122286595004,90.1219929652218,91.39045862086691,1.37,493.34,1,15,0
175,AUD_CAD,bearish,2024-03-18 21:00:00+00:00,2024-04-07 21:00:00+00:00,0.8864831999999999,0.8979874518782713,0.8972374518782713,0.8800306488730371,-1.07,-385.11,0,15,0
176,GBP_USD,bullish,2024-03-18 21:00:00+00:00,2024-03-31 21:00:00+00:00,1.2698235800000002,1.2572345783722438,1.2564006756601402,1.2778773226039162,-0.94,-337.63,0,15,0
177,CAD_JPY,bullish,2024-03-18 21:00:00+00:00,2024-04-28 21:00:00+00:00,110.98870600000001,114.70179340047775,108.40298081196059,112.54014111282366,1.44,516.96,1,15,0
178,GBP_CHF,bullish,2024-03-18 21:00:00+00:00,2024-03-20 21:00:00+00:00,1.12522072,1.1326530414852003,1.1196355176210238,1.1285718414273858,1.33,479.06,1,15,0
179,CAD_CHF,bullish,2024-03-18 21:00:00+00:00,2024-03-20 21:00:00+00:00,0.65247358,0.6572297219371676,0.6487151213398175,0.6547286551961096,1.27,455.56,1,15,0
180,CHF_JPY,bullish,2024-03-18 21:00:00+00:00,2024-03-20 21:00:00+00:00,168.378586,170.48149719151596,166.8919572003304,169.27056327980176,1.41,509.24,1,15,0
181,AUD_USD,bearish,2024-03-18 21:00:00+00:00,2024-04-16 21:00:00+00:00,0.65389836,0.6370572751381285,0.6659059264586153,0.6466938201248308,1.4,504.91,1,15,0
182,BTC_USD,bullish,2024-03-19 00:00:00+00:00,2024-03-20 00:00:00+00:00,67331.4963828125,62189.83816061225,62197.33816061225,70411.99131613265,-1.0,-360.53,0,20,0
183,AUD_CHF,bullish,2024-03-19 21:00:00+00:00,2024-03-21 21:00:00+00:00,0.58161946,0.5928847836196763,0.5759651900613287,0.5850120219632027,1.99,717.25,1,15,0
184,USD_CAD,bearish,2024-03-19 21:00:00+00:00,2024-03-21 21:00:00+00:00,1.3533939799999999,1.3609012891362087,1.361055328226994,1.3487971710638034,-0.98,-352.76,0,14,0
185,USD_CAD,bullish,2024-03-19 21:00:00+00:00,2024-03-24 21:00:00+00:00,1.35062784,1.3603359145350216,1.3434892225699513,1.3549110104580293,1.36,489.58,1,14,0
186,USD_CAD,bullish,2024-03-19 21:00:00+00:00,2024-03-25 21:00:00+00:00,1.35019618,1.3582577294761768,1.3441814704599475,1.3538050057240314,1.34,482.51,1,14,0
187,CHF_JPY,bullish,2024-03-19 21:00:00+00:00,2024-03-26 21:00:00+00:00,170.38368400000002,166.60402693345173,166.67902693345172,172.606478239929,-1.02,-367.29,0,15,0
188,BTC_USD,bullish,2024-03-20 00:00:00+00:00,2024-04-13 00:00:00+00:00,67548.59375,62668.06199919173,62023.614440693564,70863.58133558386,-0.88,-318.01,0,20,0
189,BTC_USD,bullish,2024-03-20 00:00:00+00:00,2024-04-13 00:00:00+00:00,67331.4963828125,62545.86937431865,61914.11882216188,70581.92291920287,-0.88,-318.02,0,20,0
190,BTC_USD,bullish,2024-03-20 00:00:00+00:00,2024-04-17 00:00:00+00:00,67913.671875,60883.10147103046,59951.00701789168,72691.27078926499,-0.88,-317.86,0,20,0
191,NZD_JPY,bullish,2024-03-20 21:00:00+00:00,2024-03-27 21:00:00+00:00,92.096812,90.12953377176542,90.20453377176543,93.23217893694074,-1.04,-374.27,0,15,0
192,AUD_CHF,bullish,2024-03-20 21:00:00+00:00,2024-04-03 21:00:00+00:00,0.58375484,0.5946918031201424,0.5757773907712339,0.5885413095372597,1.37,493.55,1,15,0
193,AUD_CAD,bearish,2024-03-20 21:00:00+00:00,2024-03-24 21:00:00+00:00,0.8918481,0.8861830638701897,0.8962269642524302,0.8892207814485419,1.29,465.74,1,15,0
194,USD_CHF,bullish,2024-03-20 21:00:00+00:00,2024-03-27 21:00:00+00:00,0.8848492,0.9069528196054667,0.8740945554797803,0.8913019867121318,2.06,739.89,1,15,0
195,EUR_GBP,bearish,2024-03-20 21:00:00+00:00,2024-03-21 21:00:00+00:00,0.85436148,0.8587314001435079,0.8579814001435079,0.8521895279138952,-1.21,-434.59,0,15,0
196,CHF_JPY,bullish,2024-03-20 21:00:00+00:00,2024-03-26 21:00:00+00:00,170.38368400000002,167.33798750894564,167.41298750894563,172.16610189463265,-1.03,-369.09,0,15,0
197,NZD_CHF,bullish,2024-03-21 21:00:00+00:00,2024-03-26 21:00:00+00:00,0.53966194,0.5433527029069911,0.5366307025208252,0.5414806824875049,1.22,438.33,1,15,0
198,NZD_CHF,bearish,2024-03-21 21:00:00+00:00,2024-03-26 21:00:00+00:00,0.5405409999999999,0.5445241465863299,0.5442066990774715,0.538341580553517,-1.09,-391.18,0,15,0
199,NZD_CHF,bullish,2024-03-21 21:00:00+00:00,2024-04-04 21:00:00+00:00,0.54022,0.5454983383137648,0.5361050933011845,0.5426889440192894,1.28,461.78,1,15,0
200,AUD_CHF,bullish,2024-03-21 21:00:00+00:00,2024-04-04 21:00:00+00:00,0.58458,0.5968289366258466,0.5757070057161457,0.5899037965703126,1.38,496.97,1,15,0
201,USD_CAD,bullish,2024-03-21 21:00:00+00:00,2024-04-07 21:00:00+00:00,1.35305,1.3641373301447688,1.3449699111639803,1.3578980533016118,1.37,493.98,1,15,0
202,ETH_USD,bullish,2024-03-25 00:00:00+00:00,2024-04-12 00:00:00+00:00,3431.9367841796875,3194.9948314867815,3163.380148473445,3593.070765603433,-0.88,-317.62,0,15,0
203,NZD_CHF,bullish,2024-03-27 21:00:00+00:00,2024-04-04 21:00:00+00:00,0.53966194,0.5469621029219175,0.534166948244425,0.542958935053345,1.33,478.26,1,15,0
204,NZD_CHF,bearish,2024-03-27 21:00:00+00:00,2024-04-08 21:00:00+00:00,0.5405409999999999,0.5485102623444624,0.5477602623444624,0.5362094425933225,-1.1,-397.4,0,15,0
205,AUD_CAD,bearish,2024-03-27 21:00:00+00:00,2024-04-03 21:00:00+00:00,0.88637588,0.8917378659436295,0.8916048890063826,0.8832384745961704,-1.03,-369.16,0,15,0
206,EUR_GBP,bearish,2024-03-27 21:00:00+00:00,2024-04-18 21:00:00+00:00,0.85458,0.8606861494352127,0.8599361494352127,0.8513663103388724,-1.14,-410.41,0,15,0
207,EUR_GBP,bearish,2024-03-28 21:00:00+00:00,2024-04-02 21:00:00+00:00,0.85436148,0.8587838925765525,0.8580338925765525,0.8521580324540685,-1.2,-433.52,0,15,0
208,GBP_USD,bearish,2024-03-31 21:00:00+00:00,2024-04-08 21:00:00+00:00,1.26190092,1.269435806802374,1.2695935354221926,1.2572853507466843,-0.98,-352.62,0,14,0
209,GBP_JPY,bullish,2024-03-31 21:00:00+00:00,2024-04-24 21:00:00+00:00,190.345,194.28080167828392,187.60725141414068,191.9876491515156,1.44,517.54,1,20,0
210,ETH_USD,bullish,2024-04-01 00:00:00+00:00,2024-04-02 00:00:00+00:00,3431.9367841796875,3221.629280147758,3221.704280147758,3558.0762865988454,-1.0,-360.13,0,15,0
211,GBP_JPY,bullish,2024-04-01 21:00:00+00:00,2024-04-28 21:00:00+00:00,190.176018,197.03820152230043,187.55326430536846,191.74967021677892,2.62,941.91,1,20,0
212,ETH_USD,bullish,2024-04-02 00:00:00+00:00,2024-04-03 00:00:00+00:00,3431.9367841796875,3228.41144598638,3228.4864459863797,3554.0069870956722,-1.0,-360.13,0,15,0
213,NZD_JPY,bullish,2024-04-02 21:00:00+00:00,2024-04-10 21:00:00+00:00,91.1585,92.36304688125385,90.28508915955369,91.68254650426779,1.38,496.49,1,15,0
214,GBP_USD,bearish,2024-04-02 21:00:00+00:00,2024-04-08 21:00:00+00:00,1.26190092,1.2702322114634645,1.2694822114634645,1.2573521451219212,-1.1,-395.61,0,14,0
215,USD_CAD,bullish,2024-04-02 21:00:00+00:00,2024-04-07 21:00:00+00:00,1.35148734,1.3642353891580807,1.3451353168667857,1.3552985538799287,2.01,722.49,1,15,0
216,USD_CHF,bullish,2024-04-02 21:00:00+00:00,2024-04-10 21:00:00+00:00,0.9029,0.9141437497759735,0.8947131400846599,0.9078121159492042,1.37,494.42,1,15,0
217,NZD_USD,bearish,2024-04-02 21:00:00+00:00,2024-04-08 21:00:00+00:00,0.6009390800000001,0.6073637466288436,0.6066137466288436,0.5975342800226939,-1.13,-407.58,0,15,0
218,NZD_USD,bearish,2024-04-02 21:00:00+00:00,2024-04-08 21:00:00+00:00,0.60091,0.6073675672462988,0.6066175672462988,0.5974854596522208,-1.13,-407.31,0,15,0
219,EUR_USD,bearish,2024-04-02 21:00:00+00:00,2024-04-11 21:00:00+00:00,1.08322196,1.067315465069667,1.0886037031115776,1.0799929141330533,2.96,1064.03,1,15,0
220,AUD_JPY,bullish,2024-04-02 21:00:00+00:00,2024-04-04 21:00:00+00:00,98.986034,100.37832730565249,97.98446860365019,99.5869732378099,1.39,500.44,1,15,0
221,AUD_CAD,bullish,2024-04-03 21:00:00+00:00,2024-04-09 21:00:00+00:00,0.88803,0.9014245505519847,0.8783750166880651,0.8938229899871609,1.39,499.44,1,14,0
222,USD_CHF,bullish,2024-04-03 21:00:00+00:00,2024-04-10 21:00:00+00:00,0.90142156,0.9148079294216436,0.894769150860403,0.9054130054837581,2.01,724.41,1,15,0
223,USD_CHF,bullish,2024-04-03 21:00:00+00:00,2024-04-10 21:00:00+00:00,0.90136,0.9148321967972338,0.8946672015071842,0.9053756790956896,2.01,724.66,1,15,0
224,GBP_NZD,bullish,2024-04-03 21:00:00+00:00,2024-04-16 21:00:00+00:00,2.0995405,2.119580221933241,2.0853495635267976,2.1080550618839213,1.41,508.37,1,15,0
225,NAS100_USD,bullish,2024-04-04 00:00:00+00:00,2024-04-17 00:00:00+00:00,18124.824,17772.48015581777,17726.191523602916,18364.00348583825,-0.88,-318.2,0,20,0
226,SPX500_USD,bullish,2024-04-04 00:00:00+00:00,2024-04-15 00:00:00+00:00,5197.25,5106.960163262821,5095.730910728822,5258.161453562707,-0.89,-320.18,0,15,0
227,ETH_USD,bullish,2024-04-04 00:00:00+00:00,2024-04-05 00:00:00+00:00,3431.9367841796875,3235.092170418223,3235.1671704182227,3549.9985524365666,-1.0,-360.14,0,15,0
228,CHF_JPY,bullish,2024-04-04 21:00:00+00:00,2024-04-15 21:00:00+00:00,167.607578,169.39364684974288,166.33722383635296,168.3697904981882,1.41,506.15,1,14,0
229,NZD_CAD,bearish,2024-04-04 21:00:00+00:00,2024-04-21 21:00:00+00:00,0.81779676,0.8065940724182706,0.8259555911138085,0.8129014613317149,1.37,494.31,1,15,0
230,SPX500_USD,bullish,2024-04-05 00:00:00+00:00,2024-04-15 00:00:00+00:00,5191.569,5108.298902202883,5098.008798415967,5247.705120950421,-0.89,-320.41,0,15,0
231,ETH_USD,bullish,2024-04-07 00:00:00+00:00,2024-04-09 00:00:00+00:00,3431.9367841796875,3726.617890470282,3230.7380768140943,3552.6560085990436,1.46,527.27,1,15,0
232,USD_CAD,bullish,2024-04-07 21:00:00+00:00,2024-04-11 21:00:00+00:00,1.35727,1.374197465184137,1.34520347086407,1.3645099174815578,1.4,505.02,1,15,0
233,CHF_JPY,bullish,2024-04-07 21:00:00+00:00,2024-04-17 21:00:00+00:00,167.72,169.6529802883327,166.34936499089918,168.5423810054605,1.41,507.7,1,15,0
234,GBP_USD,bullish,2024-04-08 21:00:00+00:00,2024-04-10 21:00:00+00:00,1.2698235800000002,1.2504152143414262,1.2511652143414262,1.2810185993951446,-1.04,-374.47,0,14,0
235,USD_CAD,bullish,2024-04-08 21:00:00+00:00,2024-04-11 21:00:00+00:00,1.35714,1.373822126956699,1.3452409372309222,1.3642794376614467,1.4,504.71,1,15,0
236,GBP_CAD,bullish,2024-04-08 21:00:00+00:00,2024-04-18 21:00:00+00:00,1.72185922,1.7043415835791251,1.7050915835791252,1.731919801852525,-1.04,-376.1,0,15,0
237,ETH_USD,bullish,2024-04-09 00:00:00+00:00,2024-04-12 00:00:00+00:00,3458.1059541015625,3141.194368312672,3141.2693683126718,3648.207905574897,-1.0,-360.09,0,15,0
238,USD_CAD,bullish,2024-04-09 21:00:00+00:00,2024-04-11 21:00:00+00:00,1.35957598,1.371719391631883,1.3507750164287489,1.3648565581427508,1.38,496.72,1,15,0
239,NZD_USD,bearish,2024-04-09 21:00:00+00:00,2024-04-14 21:00:00+00:00,0.6009390800000001,0.5933918166138744,0.6066027410144204,0.5975408833913479,1.33,479.73,1,15,0
240,NZD_USD,bearish,2024-04-09 21:00:00+00:00,2024-04-16 21:00:00+00:00,0.60134,0.5881554535870824,0.6066082595133904,0.5981790442919658,2.5,900.95,1,15,0
241,CHF_JPY,bullish,2024-04-09 21:00:00+00:00,2024-04-17 21:00:00+00:00,167.607578,169.96672372342368,166.6872960629778,168.1597471622133,2.56,922.86,1,15,0
242,USD_JPY,bullish,2024-04-09 21:00:00+00:00,2024-04-14 21:00:00+00:00,152.20564000000002,153.56901782490834,151.2238121331684,152.794736720099,1.39,499.9,1,15,0
243,EUR_GBP,bearish,2024-04-10 21:00:00+00:00,2024-04-18 21:00:00+00:00,0.85436148,0.859327438478477,0.858577438478477,0.8518319049129138,-1.18,-424.04,0,15,0
244,NZD_JPY,bullish,2024-04-11 21:00:00+00:00,2024-04-18 21:00:00+00:00,90.919288,90.0098649942736,89.97323017037823,91.48692269777305,-0.96,-346.06,0,15,0
245,CAD_CHF,bullish,2024-04-11 21:00:00+00:00,2024-04-18 21:00:00+00:00,0.66185164,0.654534876485665,0.655284876485665,0.665791698108601,-1.11,-401.12,0,15,0
246,AUD_JPY,bullish,2024-04-11 21:00:00+00:00,2024-04-15 21:00:00+00:00,99.025762,100.07149342416626,98.26075761490357,99.48476463105786,1.37,492.11,1,15,0
247,EUR_CHF,bullish,2024-04-11 21:00:00+00:00,2024-04-18 21:00:00+00:00,0.96842096,0.9596157663698789,0.9592880874034908,0.9739006835579055,-0.96,-347.08,0,15,0
248,ETH_USD,bullish,2024-04-12 00:00:00+00:00,2024-04-13 00:00:00+00:00,3453.49462890625,3145.03644937879,3145.1114493787904,3638.524536622726,-1.0,-360.09,0,15,0
249,ETH_USD,bullish,2024-04-12 00:00:00+00:00,2024-04-13 00:00:00+00:00,3505.163330078125,3212.066896360411,3212.141896360411,3680.9761903087533,-1.0,-360.09,0,15,0
250,ETH_USD,bullish,2024-04-12 00:00:00+00:00,2024-04-13 00:00:00+00:00,3458.1059541015625,3213.937288947391,3214.012288947391,3604.5621531940656,-1.0,-360.11,0,15,0
251,BTC_USD,bullish,2024-04-13 00:00:00+00:00,2024-04-14 00:00:00+00:00,67195.8671875,64314.68288208574,64322.18288208574,68920.07777074855,-1.0,-360.94,0,20,0
252,NZD_CHF,bullish,2024-04-14 21:00:00+00:00,2024-04-15 21:00:00+00:00,0.53966194,0.5355996450353571,0.5363496450353571,0.5416493169787857,-1.23,-441.51,0,15,0
253,NZD_CHF,bullish,2024-04-14 21:00:00+00:00,2024-04-16 21:00:00+00:00,0.5388709,0.5343333163825272,0.5350833163825273,0.5411434501704837,-1.2,-431.29,0,15,0
254,AUD_CHF,bullish,2024-04-14 21:00:00+00:00,2024-04-18 21:00:00+00:00,0.58805732,0.5816360738356552,0.5823860738356552,0.5914600676986068,-1.13,-407.61,0,15,0
255,SPX500_USD,bullish,2024-04-15 00:00:00+00:00,2024-04-16 00:00:00+00:00,5191.569,5094.881499556995,5095.631499556995,5249.131500265804,-1.01,-362.81,0,15,0
256,SPX500_USD,bullish,2024-04-15 00:00:00+00:00,2024-04-16 00:00:00+00:00,5207.75,5092.587874618021,5093.337874618021,5276.3972752291875,-1.01,-362.36,0,15,0
257,EUR_AUD,bullish,2024-04-15 21:00:00+00:00,2024-04-25 21:00:00+00:00,1.6557332,1.6395408901040571,1.6382249121361192,1.6662381727183284,-0.92,-332.94,0,15,0
258,AUD_CAD,bearish,2024-04-15 21:00:00+00:00,2024-04-28 21:00:00+00:00,0.8858028800000001,0.8964819488587489,0.8970603276856564,0.8790484113886063,-0.95,-341.5,0,15,0
259,GBP_AUD,bullish,2024-04-15 21:00:00+00:00,2024-04-23 21:00:00+00:00,1.93966488,1.9088563057832404,1.9096063057832404,1.9577000245300558,-1.02,-368.98,0,15,0
260,CHF_JPY,bearish,2024-04-15 21:00:00+00:00,2024-04-25 21:00:00+00:00,169.476932,171.39495992690078,171.3199599269008,168.37111524385952,-1.04,-374.65,0,15,0
261,AUD_JPY,bullish,2024-04-15 21:00:00+00:00,2024-04-18 21:00:00+00:00,99.371854,98.18571702509543,98.26071702509543,100.03853618494274,-1.07,-384.3,0,15,0
262,NZD_CHF,bullish,2024-04-17 21:00:00+00:00,2024-04-18 21:00:00+00:00,0.53968392,0.5330109366409181,0.5337609366409182,0.5432377100154491,-1.13,-405.59,0,15,0
263,NZD_JPY,bullish,2024-04-18 21:00:00+00:00,2024-04-28 21:00:00+00:00,90.996,93.74429055848067,89.928593361633,91.63644398302019,2.57,926.91,1,15,0
264,USD_CHF,bullish,2024-04-18 21:00:00+00:00,2024-04-24 21:00:00+00:00,0.90610908,0.9159532611505998,0.8988775570303074,0.9104479937818156,1.36,490.06,1,15,0
265,GBP_NZD,bullish,2024-04-18 21:00:00+00:00,2024-04-21 21:00:00+00:00,2.1004619,2.084244576311342,2.084994576311342,2.1097422942131945,-1.05,-377.46,0,15,0
266,EUR_GBP,bearish,2024-04-18 21:00:00+00:00,2024-04-21 21:00:00+00:00,0.856932,0.8604361327306324,0.8596861327306323,0.8552795203616207,-1.27,-458.03,0,15,0
267,AUD_JPY,bullish,2024-04-18 21:00:00+00:00,2024-04-25 21:00:00+00:00,99.371854,102.89354072282187,98.20975812832896,100.06911152300262,3.03,1090.97,1,15,0
268,AUD_JPY,bullish,2024-04-18 21:00:00+00:00,2024-04-28 21:00:00+00:00,99.389,102.46233298267207,98.19870397630545,100.10317761421672,2.58,929.52,1,15,0
269,EUR_CHF,bullish,2024-04-18 21:00:00+00:00,2024-04-25 21:00:00+00:00,0.96842096,0.9812461173346722,0.9591546410002237,0.9739807513998657,1.38,498.26,1,14,0
270,GBP_CAD,bullish,2024-04-18 21:00:00+00:00,2024-04-21 21:00:00+00:00,1.70931128,1.6981194165880062,1.6988694165880063,1.7155763980471963,-1.07,-385.86,0,15,0
271,GBP_NZD,bullish,2024-04-21 21:00:00+00:00,2024-04-22 21:00:00+00:00,2.0986092,2.0843370821814458,2.085087082181446,2.1067224706911323,-1.06,-379.97,0,15,0
272,GBP_NZD,bullish,2024-04-21 21:00:00+00:00,2024-04-22 21:00:00+00:00,2.1009,2.08632728870081,2.08707728870081,2.1091936267795144,-1.05,-379.53,0,15,0
273,GBP_NZD,bullish,2024-04-21 21:00:00+00:00,2024-04-22 21:00:00+00:00,2.1004619,2.0860828395078954,2.0868328395078954,2.108639336295263,-1.06,-379.81,0,15,0
274,CAD_CHF,bearish,2024-04-21 21:00:00+00:00,2024-04-25 21:00:00+00:00,0.66445184,0.6697389622578368,0.6689889622578368,0.6617295666452979,-1.17,-419.51,0,15,0
275,CAD_CHF,bearish,2024-04-21 21:00:00+00:00,2024-04-28 21:00:00+00:00,0.6648071,0.6708214158699929,0.6700714158699929,0.6616485104780042,-1.14,-411.29,0,15,0
276,BTC_USD,bullish,2024-04-22 00:00:00+00:00,2024-04-29 00:00:00+00:00,64991.97440625,62196.662078836045,61831.1894545335,66888.4453772799,-0.88,-318.37,0,20,0
277,GBP_NZD,bullish,2024-04-22 21:00:00+00:00,2024-04-30 21:00:00+00:00,2.09885,2.1158786211837244,2.0867144224001883,2.106131346559887,1.4,505.15,1,15,0
278,EUR_USD,bullish,2024-04-22 21:00:00+00:00,2024-04-25 21:00:00+00:00,1.06506116,1.073735405413344,1.0586282279772394,1.0689209192136562,1.35,485.43,1,15,0
279,AUD_NZD,bearish,2024-04-22 21:00:00+00:00,2024-04-23 21:00:00+00:00,1.09310056,1.097509198021253,1.096759198021253,1.0909053771872483,-1.2,-433.8,0,14,0
280,GBP_NZD,bullish,2024-04-23 21:00:00+00:00,2024-05-01 21:00:00+00:00,2.09965,2.1289293614507656,2.079152142354426,2.1119487145873443,1.43,514.23,1,15,0
281,AUD_NZD,bearish,2024-04-23 21:00:00+00:00,2024-04-25 21:00:00+00:00,1.09310056,1.0975993396693489,1.0968493396693488,1.0908512921983908,-1.2,-432.02,0,14,0
282,BTC_USD,bullish,2024-04-24 00:00:00+00:00,2024-04-29 00:00:00+00:00,64991.97440625,62190.135639190674,62197.635639190674,66668.5776664856,-1.0,-360.97,0,20,0
283,BTC_USD,bullish,2024-04-24 00:00:00+00:00,2024-04-29 00:00:00+00:00,64276.8984375,62183.75834465027,62191.25834465027,65528.28249320984,-1.0,-361.29,0,20,0
284,USD_CHF,bullish,2024-04-24 21:00:00+00:00,2024-04-30 21:00:00+00:00,0.91192786,0.9191108876943394,0.9065128240311677,0.9151768815812994,1.33,477.54,1,15,0
285,NZD_USD,bearish,2024-04-24 21:00:00+00:00,2024-05-02 21:00:00+00:00,0.59544274,0.6024220172078373,0.6025054125712441,0.5912051364572535,-0.99,-355.75,0,15,0
286,EUR_GBP,bearish,2024-04-24 21:00:00+00:00,2024-04-29 21:00:00+00:00,0.856932,0.8535480097587673,0.8597538363421384,0.855238898194717,1.2,431.72,1,15,0
287,ETH_USD,bullish,2024-04-25 00:00:00+00:00,2024-04-29 00:00:00+00:00,3080.0595434570314,3334.267273942552,2906.487713774082,3184.202641266801,1.46,527.24,1,15,0
288,EUR_AUD,bullish,2024-04-25 21:00:00+00:00,2024-04-28 21:00:00+00:00,1.6457401999999999,1.6324699361821142,1.6332199361821143,1.6532523582907312,-1.06,-381.57,0,15,0
289,USD_CHF,bullish,2024-04-25 21:00:00+00:00,2024-04-30 21:00:00+00:00,0.91192786,0.9190503013400172,0.9065541799044252,0.915152068057345,1.33,477.16,1,15,0
290,USD_JPY,bullish,2024-04-25 21:00:00+00:00,2024-04-29 21:00:00+00:00,155.82356,160.05787780830192,153.79564573726967,157.04030855763818,2.09,751.69,1,15,0
291,AUD_CAD,bearish,2024-04-28 21:00:00+00:00,2024-05-02 21:00:00+00:00,0.89312556,0.9029667386097886,0.9022167386097886,0.8876708528341268,-1.08,-389.7,0,15,0
