trade_id,symbol,direction,entry_time,exit_time,entry_price,exit_price,exit_reason,lot_size,risk_usd,commission,gross_pnl,net_pnl,final_r,risk_pct_used,lot_multiplier,tp1_hit,tp2_hit,tp3_hit
AUD_USD_271,AUD_USD,bullish,2023-06-22 21:00:00,2023-07-19 04:00:00,0.66889154,0.67852,TP2+Trail,0.84,1295.49,3.36,928.8663299999998,925.5063299999998,0.7169999999999999,1.188,1.98,True,True,False
NZD_CAD_291,NZD_CAD,bullish,2023-07-02 21:00:00,2023-07-19 05:00:00,0.81516,0.82363,TP2+Trail,0.8,1191.27,3.2,854.1405899999999,850.9405899999998,0.7169999999999999,1.0398,1.733,True,True,False
EUR_AUD_273,EUR_AUD,bearish,2023-06-22 21:00:00,2023-07-19 08:00:00,1.62940872,1.66006,SL,0.46,1289.68,1.84,-1289.68,-1291.52,-1.0,1.188,1.98,False,False,False
GBP_CAD_333,GBP_CAD,bullish,2023-07-18 21:00:00,2023-07-19 13:00:00,1.69999552,1.69844,TP1+Trail,0.52,1263.54,2.08,265.3434,263.2634,0.21,1.0398,1.733,True,False,False
GBP_CAD_332,GBP_CAD,bullish,2023-07-18 21:00:00,2023-07-19 14:00:00,1.69647098,1.69795,TP1+Trail,0.6,1265.95,2.4,265.8495,263.4495,0.21,1.0398,1.733,True,False,False
EUR_AUD_338,EUR_AUD,bullish,2023-07-19 21:00:00,2023-07-20 01:00:00,1.6424598,1.64453,TP2+Trail,1.35,1338.18,5.4,959.4750600000056,954.0750600000056,0.7170000000000041,1.089,1.815,True,True,False
EUR_AUD_315,EUR_AUD,bullish,2023-07-09 21:00:00,2023-07-20 02:00:00,1.6424598,1.64158,TP1+Trail,0.61,1377.28,2.44,289.2288,286.7888,0.21,1.1382,1.8970000000000002,True,False,False
EUR_CHF_280,EUR_CHF,bearish,2023-06-26 21:00:00,2023-07-24 09:00:00,0.98013002,0.95966,TP3,1.35,1382.09,5.4,1871.3498599999998,1865.9498599999997,1.3539999999999999,1.188,1.98,True,True,True
EUR_CHF_281,EUR_CHF,bearish,2023-06-26 21:00:00,2023-07-24 09:00:00,0.97771364,0.95966,TP3,1.57,1384.17,6.28,1874.16618,1867.88618,1.3539999999999999,1.188,1.98,True,True,True
GBP_JPY_339,GBP_JPY,bullish,2023-07-20 21:00:00,2023-07-24 13:00:00,180.774798,181.007,TP1+Trail,0.01,1752.92,0.04,368.1132,368.0732,0.21,1.188,1.98,True,False,False
GBP_JPY_345,GBP_JPY,bullish,2023-07-23 21:00:00,2023-07-24 13:00:00,180.774798,181.007,TP1+Trail,0.01,1752.31,0.04,367.9851,367.94509999999997,0.21,1.188,1.98,True,False,False
EUR_CAD_344,EUR_CAD,bullish,2023-07-23 21:00:00,2023-07-24 16:00:00,1.4571,1.4577,TP1+Trail,0.62,1461.4,2.48,306.894,304.414,0.21,1.188,1.98,True,False,False
EUR_GBP_294,EUR_GBP,bullish,2023-07-03 21:00:00,2023-07-25 08:00:00,0.8563599599999999,0.86101,TP2+Trail,1.89,1317.83,7.56,944.884109999996,937.324109999996,0.716999999999997,1.1382,1.8970000000000002,True,True,False
EUR_CHF_276,EUR_CHF,bearish,2023-06-25 21:00:00,2023-07-25 14:00:00,0.97456362,0.95644,TP3,1.3,1113.02,5.2,1507.0290799999998,1501.8290799999997,1.3539999999999999,0.99,1.6500000000000001,True,True,True
CAD_CHF_353,CAD_CHF,bullish,2023-07-24 21:00:00,2023-07-25 15:00:00,0.65588,0.65583,TP1+Trail,2.17,1527.96,8.68,320.8716,312.1916,0.21,1.188,1.98,True,False,False
EUR_GBP_351,EUR_GBP,bullish,2023-07-24 21:00:00,2023-07-25 18:00:00,0.85664304,0.85664,TP1+Trail,1.91,1525.44,7.64,320.3424,312.7024,0.21,1.188,1.98,True,False,False
CAD_CHF_347,CAD_CHF,bullish,2023-07-23 21:00:00,2023-07-26 05:00:00,0.65478856,0.65467,TP1+Trail,2.37,1471.22,9.48,308.95619999999997,299.47619999999995,0.21,1.188,1.98,True,False,False
EUR_JPY_319,EUR_JPY,bullish,2023-07-11 21:00:00,2023-07-26 08:00:00,153.597236,155.436,TP2+Trail,0.01,3225.71,0.04,2312.8340700000026,2312.7940700000026,0.7170000000000007,0.891,1.485,True,True,False
USD_JPY_337,USD_JPY,bullish,2023-07-19 21:00:00,2023-07-26 08:00:00,139.23722800000002,140.34,TP2+Trail,0.9,1339.19,3.6,960.1992299999982,956.5992299999982,0.7169999999999986,1.089,1.815,True,True,False
AUD_JPY_355,AUD_JPY,bullish,2023-07-25 21:00:00,2023-07-26 12:00:00,94.535044,94.48,TP1+Trail,0.01,1154.78,0.04,242.50379999999998,242.4638,0.21,1.188,1.98,True,False,False
USD_JPY_342,USD_JPY,bullish,2023-07-20 21:00:00,2023-07-27 01:00:00,139.917188,139.776,TP1+Trail,0.74,1469.13,2.96,308.51730000000003,305.55730000000005,0.21,1.188,1.98,True,False,False
CAD_CHF_356,CAD_CHF,bullish,2023-07-25 21:00:00,2023-07-27 10:00:00,0.65478856,0.65004,SL,2.62,1561.55,10.48,-1561.55,-1572.03,-1.0,1.188,1.98,False,False,False
EUR_CAD_350,EUR_CAD,bullish,2023-07-24 21:00:00,2023-07-27 12:00:00,1.45585246,1.457,TP1+Trail,0.69,1527.94,2.76,320.8674,318.1074,0.21,1.188,1.98,True,False,False
XAU_USD_322,XAU_USD,bullish,2023-07-12 00:00:00,2023-07-27 13:00:00,1948.954,1945.45,TP1+Trail,0.19,1208.23,0.76,253.7283,252.9683,0.21,0.99,1.6500000000000001,True,False,False
GBP_USD_336,GBP_USD,bullish,2023-07-19 21:00:00,2023-07-27 13:00:00,1.2859554,1.28544,TP1+Trail,0.61,1338.53,2.44,281.0913,278.6513,0.21,1.089,1.815,True,False,False
CHF_JPY_359,CHF_JPY,bullish,2023-07-26 21:00:00,2023-07-27 17:00:00,160.119332,160.88,TP2+Trail,0.01,2245.43,0.04,1609.973310000005,1609.9333100000051,0.7170000000000023,1.188,1.98,True,True,False
CHF_JPY_360,CHF_JPY,bullish,2023-07-26 21:00:00,2023-07-27 17:00:00,160.530746,160.88,TP2+Trail,0.01,2707.37,0.04,1941.184290000005,1941.144290000005,0.7170000000000019,1.188,1.98,True,True,False
GBP_JPY_361,GBP_JPY,bullish,2023-07-26 21:00:00,2023-07-27 17:00:00,180.774798,179.03,TP1+Trail,0.01,1725.84,0.04,362.42639999999994,362.3863999999999,0.21,1.188,1.98,True,False,False
GBP_JPY_362,GBP_JPY,bullish,2023-07-26 21:00:00,2023-07-27 17:00:00,179.208478,179.03,TP1+Trail,0.01,3524.77,0.04,740.2017,740.1617,0.21,1.188,1.98,True,False,False
AUD_JPY_364,AUD_JPY,bullish,2023-07-26 21:00:00,2023-07-27 17:00:00,94.535044,93.877,TP1+Trail,0.01,1126.22,0.04,236.5062,236.46620000000001,0.21,1.188,1.98,True,False,False
EUR_USD_358,EUR_USD,bullish,2023-07-26 21:00:00,2023-07-27 18:00:00,1.09836496,1.09734,TP1+Trail,0.86,1607.4,3.44,337.55400000000003,334.11400000000003,0.21,1.188,1.98,True,False,False
AUD_JPY_363,AUD_JPY,bullish,2023-07-26 21:00:00,2023-07-27 18:00:00,94.785,93.424,SL,0.01,1323.04,0.04,-1323.04,-1323.08,-1.0,1.188,1.98,False,False,False
AUD_CHF_278,AUD_CHF,bearish,2023-06-25 21:00:00,2023-07-27 18:00:00,0.59672252,0.58276,SAFETY_DAILY_DD_4.8%,0.5,1106.67,2.0,686.1814819419607,684.1814819419607,0.6200416401835783,0.99,1.6500000000000001,True,False,False
EUR_AUD_279,EUR_AUD,bullish,2023-06-25 21:00:00,2023-07-27 18:00:00,1.63435442,1.6368,SAFETY_DAILY_DD_4.8%,0.21,1136.37,0.84,51.35714741246713,50.517147412467125,0.04519403663636591,0.99,1.6500000000000001,False,False,False
SPX500_USD_285,SPX500_USD,bullish,2023-06-29 00:00:00,2023-07-27 18:00:00,4435.75,4541.2,SAFETY_DAILY_DD_4.8%,6.29,1200.66,0.0,683.2721979776915,683.2721979776915,0.5690805040375222,1.0398,1.733,True,False,False
ETH_USD_290,ETH_USD,bullish,2023-06-30 00:00:00,2023-07-27 18:00:00,1895.7083813476563,1858.89,SAFETY_DAILY_DD_4.8%,3.81,1130.74,0.0,-140.27834325577007,-140.27834325577007,-0.12405888467355011,0.99,1.6500000000000001,False,False,False
ETH_USD_305,ETH_USD,bullish,2023-07-06 00:00:00,2023-07-27 18:00:00,1895.7083813476563,1858.89,SAFETY_DAILY_DD_4.8%,4.81,1423.23,0.0,-177.09584563009412,-177.09584563009412,-0.12443234447706562,1.188,1.98,False,False,False
SPX500_USD_317,SPX500_USD,bullish,2023-07-10 00:00:00,2023-07-27 18:00:00,4415.326,4541.2,SAFETY_DAILY_DD_4.8%,8.04,1375.15,0.0,946.5967911070655,946.5967911070655,0.6883589361939174,1.1382,1.8970000000000002,True,False,False
AUD_USD_324,AUD_USD,bearish,2023-07-12 21:00:00,2023-07-27 18:00:00,0.67857202,0.67042,SAFETY_DAILY_DD_4.8%,0.67,986.63,2.68,546.1867980954071,543.5067980954071,0.5535882733095558,0.792,1.32,False,False,False
NZD_JPY_330,NZD_JPY,bullish,2023-07-16 21:00:00,2023-07-27 18:00:00,88.42,86.103,SAFETY_DAILY_DD_4.8%,0.01,2534.24,0.04,-2317.003751484722,-2317.043751484722,-0.9142795281759906,1.188,1.98,False,False,False
NZD_CAD_334,NZD_CAD,bullish,2023-07-18 21:00:00,2023-07-27 18:00:00,0.82337168,0.81735,SAFETY_DAILY_DD_4.8%,0.82,1250.35,3.28,-493.77629865864765,-497.0562986586476,-0.394910463996999,1.0398,1.733,False,False,False
CAD_JPY_335,CAD_JPY,bullish,2023-07-19 21:00:00,2023-07-27 18:00:00,106.609756,105.33,SAFETY_DAILY_DD_4.8%,0.01,2232.59,0.04,-1279.7575533258469,-1279.7975533258468,-0.5732165571492512,1.089,1.815,False,False,False
NZD_USD_340,NZD_USD,bullish,2023-07-20 21:00:00,2023-07-27 18:00:00,0.6186988,0.6178,SAFETY_DAILY_DD_4.8%,0.9,1468.82,3.6,-80.89197490671647,-84.49197490671646,-0.055072762426108354,1.188,1.98,False,False,False
NZD_USD_341,NZD_USD,bearish,2023-07-20 21:00:00,2023-07-27 18:00:00,0.6181270200000001,0.6178,SAFETY_DAILY_DD_4.8%,0.57,1475.52,2.28,18.640132659847428,16.360132659847427,0.012632924433316681,1.188,1.98,False,False,False
NAS100_USD_343,NAS100_USD,bullish,2023-07-21 00:00:00,2023-07-27 18:00:00,15540.0,15452.0,SAFETY_DAILY_DD_4.8%,2.58,1471.13,0.0,-227.0399990871994,-227.0399990871994,-0.1543303440805363,1.188,1.98,False,False,False
AUD_NZD_346,AUD_NZD,bullish,2023-07-23 21:00:00,2023-07-27 18:00:00,1.08560512,1.08506,SAFETY_DAILY_DD_4.8%,0.96,1468.52,3.84,-52.33149019634421,-56.17149019634421,-0.03563553114451571,1.188,1.98,False,False,False
BTC_USD_348,BTC_USD,bearish,2023-07-24 00:00:00,2023-07-27 18:00:00,29955.9943359375,29130.4,SAFETY_DAILY_DD_4.8%,0.69,1479.05,0.0,569.6592819890944,569.6592819890944,0.3851521463027582,1.188,1.98,False,False,False
NAS100_USD_349,NAS100_USD,bullish,2023-07-24 00:00:00,2023-07-27 18:00:00,15487.9205,15452.0,SAFETY_DAILY_DD_4.8%,2.03,1473.36,0.0,-72.91870250618814,-72.91870250618814,-0.049491436245173034,1.188,1.98,False,False,False
EUR_CHF_352,EUR_CHF,bearish,2023-07-24 21:00:00,2023-07-27 18:00:00,0.96301838,0.95385,SAFETY_DAILY_DD_4.8%,2.07,1530.23,8.28,1542.9444572558862,1534.6644572558862,1.0083088537382525,1.188,1.98,True,True,False
EUR_AUD_354,EUR_AUD,bullish,2023-07-24 21:00:00,2023-07-27 18:00:00,1.6424598,1.6368,SAFETY_DAILY_DD_4.8%,0.63,1521.61,2.52,-356.5676943496071,-359.0876943496071,-0.23433579849607136,1.188,1.98,False,False,False
USD_JPY_357,USD_JPY,bullish,2023-07-25 21:00:00,2023-07-27 18:00:00,140.239,139.352,SAFETY_DAILY_DD_4.8%,1.01,1564.88,4.04,-638.8169941219768,-642.8569941219768,-0.40822107389830325,1.188,1.98,False,False,False
AUD_NZD_365,AUD_NZD,bullish,2023-07-26 21:00:00,2023-07-27 18:00:00,1.08497,1.08506,SAFETY_DAILY_DD_4.8%,1.65,1613.02,6.6,14.849993363701165,8.249993363701165,0.009206329347249981,1.188,1.98,False,False,False
CAD_CHF_366,CAD_CHF,bullish,2023-07-26 21:00:00,2023-07-27 18:00:00,0.65478856,0.65701,SAFETY_DAILY_DD_4.8%,2.62,1610.18,10.48,716.4486571003383,705.9686571003383,0.4449494200029427,1.188,1.98,True,False,False
XAU_USD_367,XAU_USD,bearish,2023-07-27 00:00:00,2023-07-27 18:00:00,1945.4000244140625,1945.47,SAFETY_DAILY_DD_4.8%,0.41,1593.06,1.64,-2.8690002864277857,-4.509000286427786,-0.0018009367421363827,1.188,1.98,False,False,False
XAG_USD_368,XAG_USD,bearish,2023-07-27 00:00:00,2023-07-27 18:00:00,24.23600006103516,24.124,SAFETY_DAILY_DD_4.8%,0.26,1592.59,1.04,145.60041662109558,144.56041662109558,0.09142366624247018,1.188,1.98,False,False,False
AUD_CHF_377,AUD_CHF,bearish,2023-07-30 21:00:00,2023-07-31 12:00:00,0.5856,0.58496,TP1+Trail,1.98,1444.53,7.92,303.3513,295.43129999999996,0.21,1.0398,1.733,True,False,False
AUD_CHF_378,AUD_CHF,bearish,2023-07-30 21:00:00,2023-07-31 18:00:00,0.58579464,0.58552,TP1+Trail,2.06,1442.93,8.24,303.0153,294.7753,0.21,1.0398,1.733,True,False,False
XAG_USD_379,XAG_USD,bullish,2023-07-31 00:00:00,2023-08-01 11:00:00,24.456007469177244,24.4485,TP1+Trail,0.67,1441.41,2.68,302.6961,300.0161,0.21,1.0398,1.733,True,False,False
AUD_NZD_382,AUD_NZD,bullish,2023-07-31 21:00:00,2023-08-01 14:00:00,1.08208,1.0761,SL,2.33,1591.56,9.32,-1591.56,-1600.8799999999999,-1.0,1.1382,1.8970000000000002,False,False,False
BTC_USD_383,BTC_USD,bullish,2023-08-01 00:00:00,2023-08-01 15:00:00,29367.4638828125,28933.7,SL,2.35,1585.21,0.0,-1585.21,-1585.21,-1.0,1.1382,1.8970000000000002,False,False,False
AUD_JPY_376,AUD_JPY,bullish,2023-07-30 21:00:00,2023-08-01 21:00:00,94.535044,94.548,TP1+Trail,0.01,1174.64,0.04,246.67440000000002,246.63440000000003,0.21,1.0398,1.733,True,False,False
NZD_JPY_381,NZD_JPY,bullish,2023-07-31 21:00:00,2023-08-03 08:00:00,88.560822,86.682,SL,0.01,1873.04,0.04,-1873.04,-1873.08,-1.0,1.1382,1.8970000000000002,False,False,False
NZD_JPY_388,NZD_JPY,bullish,2023-08-02 21:00:00,2023-08-08 11:00:00,87.114,86.442,SL,0.02,1562.29,0.08,-1562.29,-1562.37,-1.0,1.0398,1.733,False,False,False
NZD_JPY_389,NZD_JPY,bullish,2023-08-02 21:00:00,2023-08-08 11:00:00,87.42193400000001,86.442,SL,0.01,1088.28,0.04,-1088.28,-1088.32,-1.0,1.0398,1.733,False,False,False
BTC_USD_386,BTC_USD,bearish,2023-08-02 00:00:00,2023-08-08 18:00:00,29955.9943359375,29851.8,TP1+Trail,0.67,1416.7,0.0,297.507,297.507,0.21,1.0398,1.733,True,False,False
EUR_CHF_384,EUR_CHF,bearish,2023-08-01 21:00:00,2023-08-10 06:00:00,0.96335336,0.9634,TP1+Trail,1.2,950.86,4.8,199.6806,194.8806,0.21,0.693,1.155,True,False,False
NZD_CHF_385,NZD_CHF,bearish,2023-08-01 21:00:00,2023-08-11 00:00:00,0.53843288,0.52726,TP3,1.67,948.2,6.68,1283.8627999999999,1277.1827999999998,1.3539999999999999,0.693,1.155,True,True,True
NZD_JPY_392,NZD_JPY,bullish,2023-08-09 21:00:00,2023-08-14 02:00:00,87.42193400000001,86.374,SL,0.01,1074.11,0.04,-1074.11,-1074.1499999999999,-1.0,1.0398,1.733,False,False,False
GBP_NZD_375,GBP_NZD,bullish,2023-07-30 21:00:00,2023-08-16 00:00:00,2.07379,2.13742,TP3,0.46,1448.74,1.84,1961.59396,1959.75396,1.3539999999999999,1.0398,1.733,True,True,True
AUD_NZD_393,AUD_NZD,bullish,2023-08-09 21:00:00,2023-08-16 02:00:00,1.078043,1.0817,TP2+Trail,2.58,1380.03,10.32,989.4815100000103,979.1615100000103,0.7170000000000075,1.0398,1.733,True,True,False
GBP_NZD_374,GBP_NZD,bullish,2023-07-30 21:00:00,2023-08-16 14:00:00,2.07457372,2.14095,TP3,0.45,1458.15,1.8,1974.3351,1972.5351,1.3539999999999999,1.0398,1.733,True,True,True
GBP_AUD_397,GBP_AUD,bullish,2023-08-14 21:00:00,2023-08-17 01:00:00,1.95088948,1.99313,TP3,0.59,1176.94,2.36,1593.57676,1591.21676,1.3539999999999999,0.891,1.485,True,True,True
ETH_USD_398,ETH_USD,bearish,2023-08-17 00:00:00,2023-08-17 21:00:00,1790.533542724609,1610.46,TP3,15.4,1570.7,0.0,2126.7277999999997,2126.7277999999997,1.3539999999999999,1.1382,1.8970000000000002,True,True,True
AUD_JPY_391,AUD_JPY,bullish,2023-08-09 21:00:00,2023-08-18 03:00:00,94.535044,93.116,SL,0.01,1437.66,0.04,-1437.66,-1437.7,-1.0,1.0398,1.733,False,False,False
NZD_JPY_396,NZD_JPY,bullish,2023-08-14 21:00:00,2023-08-21 01:00:00,87.166,86.025,SL,0.01,1232.52,0.04,-1232.52,-1232.56,-1.0,0.891,1.485,False,False,False
XAG_USD_387,XAG_USD,bearish,2023-08-02 00:00:00,2023-08-22 01:00:00,24.14164013290405,23.3135,TP2+Trail,0.22,1441.77,0.88,1033.7490899999996,1032.8690899999995,0.7169999999999996,1.0398,1.733,True,True,False
CAD_JPY_404,CAD_JPY,bullish,2023-08-22 21:00:00,2023-08-23 13:00:00,106.711836,106.632,TP1+Trail,0.01,1372.45,0.04,288.2145,288.17449999999997,0.21,1.0398,1.733,True,False,False
AUD_NZD_395,AUD_NZD,bearish,2023-08-13 21:00:00,2023-08-24 01:00:00,1.08553666,1.0852,TP1+Trail,1.64,1528.06,6.56,320.89259999999996,314.33259999999996,0.21,1.1382,1.8970000000000002,True,False,False
NZD_CAD_405,NZD_CAD,bullish,2023-08-22 21:00:00,2023-08-24 09:00:00,0.80501234,0.80466,TP1+Trail,1.77,1457.48,7.08,306.0708,298.99080000000004,0.21,1.0398,1.733,True,False,False
AUD_CAD_411,AUD_CAD,bullish,2023-08-23 21:00:00,2023-08-24 12:00:00,0.87152,0.87178,TP1+Trail,1.75,1530.58,7.0,321.42179999999996,314.42179999999996,0.21,1.089,1.815,True,False,False
NAS100_USD_415,NAS100_USD,bullish,2023-08-24 00:00:00,2023-08-24 14:00:00,14916.473,14996.0,TP2+Trail,5.09,1529.97,0.0,1096.9884900000015,1096.9884900000015,0.717000000000001,1.089,1.815,True,True,False
NAS100_USD_416,NAS100_USD,bullish,2023-08-24 00:00:00,2023-08-24 14:00:00,14862.0,14996.0,TP2+Trail,5.91,1527.28,0.0,1095.0597599999999,1095.0597599999999,0.7169999999999999,1.089,1.815,True,True,False
AUD_CAD_403,AUD_CAD,bullish,2023-08-22 21:00:00,2023-08-25 06:00:00,0.87072934,0.87203,TP1+Trail,1.83,1458.65,7.32,306.3165,298.9965,0.21,1.0398,1.733,True,False,False
GBP_USD_412,GBP_USD,bearish,2023-08-23 21:00:00,2023-08-25 14:00:00,1.2723865200000002,1.25537,TP2+Trail,1.21,1531.28,4.84,1097.9277600000046,1093.0877600000047,0.7170000000000031,1.089,1.815,True,True,False
BTC_USD_399,BTC_USD,bearish,2023-08-17 00:00:00,2023-08-29 14:00:00,28581.6761015625,27498.1,TP2+Trail,0.84,1572.48,0.0,1127.4681599999994,1127.4681599999994,0.7169999999999996,1.1382,1.8970000000000002,True,True,False
GBP_USD_429,GBP_USD,bearish,2023-08-29 21:00:00,2023-08-30 12:00:00,1.2715614,1.27137,TP1+Trail,1.28,1728.89,5.12,363.06690000000003,357.9469,0.21,1.188,1.98,True,False,False
XAU_USD_414,XAU_USD,bearish,2023-08-24 00:00:00,2023-08-30 13:00:00,1919.264190673828,1947.455,SL,0.53,1523.07,2.12,-1523.07,-1525.1899999999998,-1.0,1.089,1.815,False,False,False
NZD_CAD_419,NZD_CAD,bullish,2023-08-24 21:00:00,2023-08-30 16:00:00,0.80501234,0.80792,TP2+Trail,3.24,1702.15,12.96,1220.4415499999998,1207.4815499999997,0.7169999999999999,1.188,1.98,True,True,False
EUR_CHF_428,EUR_CHF,bearish,2023-08-29 21:00:00,2023-08-30 16:00:00,0.9596,0.95974,TP1+Trail,2.37,1735.24,9.48,364.4004,354.9204,0.21,1.188,1.98,True,False,False
NZD_CAD_413,NZD_CAD,bullish,2023-08-23 21:00:00,2023-08-30 21:00:00,0.80458,0.80568,TP1+Trail,1.96,1529.79,7.84,321.2559,313.4159,0.21,1.089,1.815,True,False,False
NZD_JPY_422,NZD_JPY,bullish,2023-08-28 21:00:00,2023-08-31 09:00:00,86.75958399999999,86.782,TP1+Trail,0.02,1804.36,0.08,378.9156,378.8356,0.21,1.188,1.98,True,False,False
CHF_JPY_431,CHF_JPY,bullish,2023-08-30 21:00:00,2023-08-31 09:00:00,165.425984,165.378,TP1+Trail,0.01,1248.44,0.04,262.1724,262.13239999999996,0.21,1.089,1.815,True,False,False
AUD_JPY_380,AUD_JPY,bullish,2023-07-31 21:00:00,2023-08-31 11:00:00,94.788,94.404,SAFETY_DAILY_DD_4.5%,0.01,3490.12,0.04,-383.999954768729,-384.03995476872905,-0.11002485724523198,1.1382,1.8970000000000002,False,False,False
CAD_JPY_390,CAD_JPY,bullish,2023-08-03 21:00:00,2023-08-31 11:00:00,105.963,107.658,SAFETY_DAILY_DD_4.5%,0.01,2355.49,0.04,1596.4025646850116,1596.3625646850116,0.6777369314601258,0.891,1.485,True,False,False
USD_CHF_394,USD_CHF,bearish,2023-08-13 21:00:00,2023-08-31 11:00:00,0.88254592,0.88147,SAFETY_DAILY_DD_4.5%,0.74,1534.75,2.96,90.21415172827535,87.25415172827536,0.05878100780470784,1.1382,1.8970000000000002,False,False,False
GBP_CHF_400,GBP_CHF,bearish,2023-08-20 21:00:00,2023-08-31 11:00:00,1.12084,1.11776,SAFETY_DAILY_DD_4.5%,1.23,1388.83,4.92,537.8996591112,532.9796591112,0.3873041762571373,0.99,1.6500000000000001,True,False,False
AUD_JPY_401,AUD_JPY,bullish,2023-08-20 21:00:00,2023-08-31 11:00:00,93.782,94.404,SAFETY_DAILY_DD_4.5%,0.01,1390.69,0.04,696.3443888485787,696.3043888485787,0.500718628054116,0.99,1.6500000000000001,True,False,False
GBP_CHF_402,GBP_CHF,bearish,2023-08-21 21:00:00,2023-08-31 11:00:00,1.12107,1.11776,SAFETY_DAILY_DD_4.5%,1.13,1238.42,4.52,503.1881337971477,498.66813379714773,0.4063146055434729,0.891,1.485,True,False,False
AUD_CHF_406,AUD_CHF,bearish,2023-08-22 21:00:00,2023-08-31 11:00:00,0.56899,0.57066,SAFETY_DAILY_DD_4.5%,2.01,1456.17,8.04,-335.66918080427945,-343.70918080427947,-0.23051510524477184,1.0398,1.733,False,False,False
EUR_AUD_407,EUR_AUD,bullish,2023-08-22 21:00:00,2023-08-31 11:00:00,1.68155226,1.67877,SAFETY_DAILY_DD_4.5%,1.02,1454.45,4.08,-283.79070163049374,-287.8707016304937,-0.1951189120495677,1.0398,1.733,False,False,False
EUR_AUD_408,EUR_AUD,bullish,2023-08-22 21:00:00,2023-08-31 11:00:00,1.68327126,1.67877,SAFETY_DAILY_DD_4.5%,0.91,1458.3,3.64,-409.6139778321136,-413.2539778321136,-0.2808845764466253,1.0398,1.733,False,False,False
NAS100_USD_409,NAS100_USD,bullish,2023-08-23 00:00:00,2023-08-31 11:00:00,15315.4335,15488.4,SAFETY_DAILY_DD_4.5%,1.81,1455.72,0.0,313.0703627721514,313.0703627721514,0.21506221166993061,1.0398,1.733,False,False,False
GBP_JPY_410,GBP_JPY,bullish,2023-08-23 21:00:00,2023-08-31 11:00:00,183.743,184.908,SAFETY_DAILY_DD_4.5%,0.01,3137.21,0.04,1416.0644199944747,1416.0244199944748,0.4513769942064684,1.089,1.815,True,False,False
GBP_JPY_417,GBP_JPY,bullish,2023-08-24 21:00:00,2023-08-31 11:00:00,183.360648,184.908,SAFETY_DAILY_DD_4.5%,0.01,2743.47,0.04,1581.9079725247418,1581.8679725247418,0.5766084457000594,1.188,1.98,True,False,False
AUD_CAD_418,AUD_CAD,bullish,2023-08-24 21:00:00,2023-08-31 11:00:00,0.87104,0.8769,SAFETY_DAILY_DD_4.5%,2.41,1704.05,9.64,1399.1783316551553,1389.5383316551552,0.8210899513835599,1.188,1.98,True,True,False
AUD_CHF_420,AUD_CHF,bearish,2023-08-27 21:00:00,2023-08-31 11:00:00,0.56824,0.57066,SAFETY_DAILY_DD_4.5%,2.19,1718.98,8.76,-529.9794066560444,-538.7394066560444,-0.30831039724490356,1.188,1.98,False,False,False
GBP_NZD_421,GBP_NZD,bullish,2023-08-28 21:00:00,2023-08-31 11:00:00,2.11782,2.13086,SAFETY_DAILY_DD_4.5%,0.49,1711.09,1.96,774.6521001645798,772.6921001645798,0.4527243453965483,1.188,1.98,True,False,False
AUD_CHF_423,AUD_CHF,bearish,2023-08-28 21:00:00,2023-08-31 11:00:00,0.56954048,0.57066,SAFETY_DAILY_DD_4.5%,2.57,1723.26,10.28,-287.7166734334007,-297.99667343340064,-0.16696068697317912,1.188,1.98,False,False,False
GBP_AUD_424,GBP_AUD,bullish,2023-08-28 21:00:00,2023-08-31 11:00:00,1.95514208,1.95874,SAFETY_DAILY_DD_4.5%,0.59,1724.1,2.36,212.27700303014933,209.91700303014932,0.12312337047163699,1.188,1.98,False,False,False
EUR_USD_425,EUR_USD,bullish,2023-08-29 21:00:00,2023-08-31 11:00:00,1.09220712,1.08682,SAFETY_DAILY_DD_4.5%,0.94,1738.44,3.76,-506.3883972554794,-510.1483972554794,-0.29128897014304744,1.188,1.98,False,False,False
EUR_USD_426,EUR_USD,bearish,2023-08-29 21:00:00,2023-08-31 11:00:00,1.0896988,1.08682,SAFETY_DAILY_DD_4.5%,1.75,1738.02,7.0,503.79120624974286,496.79120624974286,0.2898650224104112,1.188,1.98,False,False,False
EUR_NZD_427,EUR_NZD,bullish,2023-08-29 21:00:00,2023-08-31 11:00:00,1.823694,1.8263,SAFETY_DAILY_DD_4.5%,1.32,1738.48,5.28,588.6757977283598,583.3957977283599,0.3386152257882517,1.188,1.98,True,False,False
NZD_JPY_430,NZD_JPY,bullish,2023-08-29 21:00:00,2023-08-31 11:00:00,87.42193400000001,86.778,SAFETY_DAILY_DD_4.5%,0.01,1961.09,0.04,-643.9333337812701,-643.9733337812701,-0.3283548097136134,1.188,1.98,False,False,False
EUR_JPY_432,EUR_JPY,bullish,2023-08-30 21:00:00,2023-08-31 11:00:00,158.267294,158.48,SAFETY_DAILY_DD_4.5%,0.01,1514.6,0.04,456.3249821112617,456.2849821112617,0.30128415562608063,1.089,1.815,True,False,False
NZD_CHF_433,NZD_CHF,bearish,2023-08-30 21:00:00,2023-08-31 11:00:00,0.52708,0.52456,SAFETY_DAILY_DD_4.5%,2.03,1597.2,8.12,667.9259125146416,659.8059125146416,0.4181855199816188,1.089,1.815,True,False,False
