date,balance,equity,daily_hwm,open_trades,trading_halted
2024-06-09,310074.97733247664,311950.7622334937,310074.97733247664,2,False
2024-06-10,310074.97733247664,309961.46082999813,311950.7622334937,2,False
2024-06-11,306829.61733247666,305369.76396755356,310074.97733247664,4,False
2024-06-12,309126.00421247666,309722.3410715559,306829.61733247666,7,False
2024-06-13,313377.83222247666,313582.96870089637,309722.3410715559,10,False
2024-06-14,312333.8104124767,313456.6671237238,313582.96870089637,5,False
2024-06-16,312333.8104124767,314294.3012974749,313456.6671237238,6,False
2024-06-17,312333.8104124767,314870.08745051076,314294.3012974749,8,False
2024-06-18,312333.8104124767,316873.2270434487,314870.08745051076,9,False
2024-06-19,308760.27041247673,321275.7798015292,316873.2270434487,15,False
2024-06-20,302728.31861247675,311614.55624205363,321275.7798015292,12,False
2024-06-21,305129.39051247673,309551.20877748565,311614.55624205363,8,False
2024-06-23,305129.39051247673,311679.424262027,309551.20877748565,10,False
2024-06-24,307783.9603724767,309858.76498313097,311679.424262027,9,False
2024-06-25,304209.2003724767,308824.44825485314,309858.76498313097,9,False
2024-06-26,304945.4611724767,312354.4349554847,308824.44825485314,8,False
2024-06-27,304945.4611724767,312279.6207133833,312354.4349554847,11,False
2024-06-28,306990.7514924767,311660.68137009646,312279.6207133833,9,False
2024-06-30,303334.7514924767,309414.3672625968,311660.68137009646,13,False
2024-07-01,305464.47225247667,315776.33064384497,309414.3672625968,14,False
2024-07-02,307963.4466924767,310903.04483477335,315776.33064384497,16,False
2024-07-03,307529.6674624767,319791.95585196104,310903.04483477335,16,False
